Positive,Negative,Game_id,Game_name,Positive_Rate,links,Game_description
285421,3487,620,Portal 2,0.9879304138341616,https://store.steampowered.com/app/620,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Game</h2>
							Portal 2 draws from the award-winning formula of innovative gameplay, story, and music that earned the original Portal over 70 industry accolades and created a cult following.<br/><br/>										The single-player portion of Portal 2 introduces a cast of dynamic new characters, a host of fresh puzzle elements, and a much larger set of devious test chambers. Players will explore never-before-seen areas of the Aperture Science Labs and be reunited with GLaDOS, the occasionally murderous computer companion who guided them through the original game.<br/> <br/>										The game’s two-player cooperative mode features its own entirely separate campaign with a unique story, test chambers, and two new player characters. This new mode forces players to reconsider everything they thought they knew about portals. Success will require them to not just act cooperatively, but to think cooperatively.<br/> <br/> <strong>Product Features</strong><br/> <ul class=""bb_ul""><li><strong>Extensive single player:</strong> Featuring next generation gameplay and a wildly-engrossing story.<br/> </li><li><strong>Complete two-person co-op:</strong> Multiplayer game featuring its own dedicated story, characters, and gameplay.<br/> </li><li><strong>Advanced physics:</strong> Allows for the creation of a whole new range of interesting challenges, producing a much larger but not harder game.<br/> </li><li><strong>Original music.</strong><br/> </li><li><strong>Massive sequel:</strong> The original Portal was named 2007's Game of the Year by over 30 publications worldwide. <br/> </li><li><strong>Editing Tools:</strong> Portal 2 editing tools will be included.<br/> </li></ul> </div>"
102805,1640,400,Portal,0.9842979558619368,https://store.steampowered.com/app/400,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Game</h2>
<p>Portal™ is a new single player game from Valve. Set in the mysterious Aperture Science Laboratories, Portal has been called one of the most innovative new games on the horizon and will offer gamers hours of unique gameplay.</p>
<p>The game is designed to change the way players approach, manipulate, and surmise the possibilities in a given environment; similar to how Half-Life® 2's Gravity Gun innovated new ways to leverage an object in any given situation.</p>
<p>Players must solve physical puzzles and challenges by opening portals to maneuvering objects, and themselves, through space.</p>
</div>"
439665,8619,413150,Stardew Valley,0.9807733490376636,https://store.steampowered.com/app/413150,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Game</h2>
							Stardew Valley is an open-ended country-life RPG! <br/><br/> <img src=""https://cdn.akamai.steamstatic.com/steam/apps/413150/extras/animalStrip2.png?t=1608624324""><br/><br/>You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won't be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town's most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness!<br/><br/><strong>Features </strong><br/><ul class=""bb_ul""><li><strong>Turn your overgrown field into a lively farm!  </strong> Raise animals, grow crops, start an orchard, craft useful machines, and more! You'll have plenty of space to create the farm of your dreams. <br/><br/></li><li><strong>4 Player Farming!</strong> Invite 1-3 players to join you in the valley online! Players can work together to build a thriving farm, share resources, and improve the local community.  As more hands are better than one, players have the option to scale profit margin on produce sold for a more challenging experience.<br/><br/></li><li><strong>Improve your skills over time. </strong> As you make your way from a struggling greenhorn to a master farmer, you'll level up in 5 different areas: farming, mining, combat, fishing, and foraging. As you progress, you'll learn new cooking and crafting recipes, unlock new areas to explore, and customize your skills by choosing from a variety of professions. <br/><br/></li><li><strong>Become part of the local community. </strong> With over 30 unique characters living in Stardew Valley, you won't have a problem finding new friends! Each person has their own daily schedule, birthday, unique mini-cutscenes, and new things to say throughout the week and year. As you make friends with them, they will open up to you, ask you for help with their personal troubles, or tell you their secrets! Take part in seasonal festivals such as the luau, haunted maze, and feast of the winter star. <br/><br/></li><li><strong>Explore a vast, mysterious cave. </strong> As you travel deeper underground, you'll encounter new and dangerous monsters, powerful weapons, new environments, valuable gemstones, raw materials for crafting and upgrading tools, and mysteries to be uncovered. <br/><br/></li><li><strong>Breathe new life into the valley.</strong> Since JojaMart opened, the old way of life in Stardew Valley has changed. Much of the town's infrastructure has fallen into disrepair. Help restore Stardew Valley to it's former glory by repairing the old community center, or take the alternate route and join forces with Joja Corporation.<br/><br/></li><li><strong>Court and marry a partner to share your life on the farm with. </strong> There are 12 available bachelors and bachelorettes to woo, each with unique character progression cutscenes. Once married, your partner will live on the farm with you. Who knows, maybe you'll have kids and start a family?<br/><br/></li><li><strong>Spend a relaxing afternoon at one of the local fishing spots. </strong> The waters are teeming with seasonal varieties of delicious fish. Craft bait, bobbers, and crab pots to help you in your journey toward catching every fish and becoming a local legend! <br/><br/></li><li><strong>Donate artifacts and minerals to the local museum. </strong><br/><br/></li><li><strong>Cook delicious meals and craft useful items to help you out.  </strong>With over 100 cooking and crafting recipes, you'll have a wide variety of items to create. Some dishes you cook will even give you temporary boosts to skills, running speed, or combat prowess. Craft useful objects like scarecrows, oil makers, furnaces, or even the rare and expensive crystalarium. <br/><br/></li><li><strong>Customize the appearance of your character and house. </strong> With hundreds of decorative items to choose from, you'll have no trouble creating the home of your dreams!<br/><br/></li><li><strong>Xbox controller support (with rumble)! (Keyboard still required for text input) </strong><br/><br/></li><li><strong>Over two hours of original music. </strong></li></ul> </img></div>"
476762,9701,431960,Wallpaper Engine,0.9800580928045916,https://store.steampowered.com/app/431960,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Software</h2>
							Wallpaper Engine enables you to use live wallpapers on your Windows desktop. Various types of animated wallpapers are supported, including 3D and 2D animations, websites, videos and even certain applications. Choose an existing wallpaper or create your own and share it on the Steam Workshop! In addition to that, you can use the free Wallpaper Engine companion app for Android to transfer your favorite wallpapers to your Android mobile device and take your live wallpapers on the go.<br/><br/><strong>NEW:</strong> Use the free Android companion app to transfer your favorite wallpapers to your Android mobile device.<br/><br/><img src=""https://cdn.akamai.steamstatic.com/steam/apps/431960/extras/title_features.png?t=1637933048""><br/><br/><ul class=""bb_ul""><li>Bring your desktop wallpapers alive with realtime graphics, videos, applications or websites.<br/></li><li>Use animated screensavers while you are away from your computer.<br/></li><li>Personalize animated wallpapers with your favorite colors.<br/></li><li>Use interactive wallpapers that can be controlled with your mouse.<br/></li><li>Many aspect ratios and native resolutions supported including 16:9, 21:9, 16:10, 4:3.<br/></li><li>Multi monitor environments are supported.<br/></li><li>Wallpapers will pause while playing games to save performance.<br/></li><li>Create your own animated wallpapers in the Wallpaper Engine Editor.<br/></li><li>Animate new live wallpapers from basic images or import HTML or video files for the wallpaper.<br/></li><li>Use the Steam Workshop to share and download wallpapers for free.<br/></li><li>Wallpaper Engine can be used at the same time as any other Steam game or application.<br/></li><li>Supported video formats: mp4, WebM, avi, m4v, mov, wmv (for local files, Workshop only allows mp4).<br/></li><li>Use the free Android companion app to take your favorite scene and video wallpapers on the go.<br/></li><li>Support for Razer Chroma and Corsair iCUE.</li></ul><br/><img src=""https://cdn.akamai.steamstatic.com/steam/apps/431960/extras/partners.png?t=1637933048""><br/><br/><img src=""https://cdn.akamai.steamstatic.com/steam/apps/431960/extras/title_performance.png?t=1637933048""><h2 class=""bb_tag""></h2>Wallpaper Engine aims to deliver an entertaining experience while using as few system resources as possible. You can choose to automatically pause or completely stop the wallpaper while using another application or playing fullscreen (including borderless windowed mode) to not distract or hinder you while playing a game or working. Many options to tweak quality and performance allow you to make Wallpaper Engine fit your computer perfectly. As a general rule of thumb, 3D, 2D and video based wallpapers will perform best, while websites and applications will require more resources from your system. Having a dedicated GPU is highly recommended, but not required.<h2 class=""bb_tag""></h2><img src=""https://cdn.akamai.steamstatic.com/steam/apps/431960/extras/title_workshop.png?t=1637933048""><h2 class=""bb_tag""></h2>Choose from over a million free wallpapers from the Steam Workshop with new wallpapers being uploaded every day! Can't find a wallpaper that fits your mood? Let your imagination go wild by using the Wallpaper Engine Editor to create your own animated wallpapers from images, videos, websites or applications. A large selection of presets and effects allow you to animate your own images and share them on the Steam Workshop or to just use them for yourself.						</img></img></img></img></div>"
910629,19342,105600,Terraria,0.97920150198232,https://store.steampowered.com/app/105600,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Game</h2>
							Dig, Fight, Explore, Build:  The very world is at your fingertips as you fight for survival, fortune, and glory.   Will you delve deep into cavernous expanses in search of treasure and raw materials with which to craft ever-evolving gear, machinery, and aesthetics?   Perhaps you will choose instead to seek out ever-greater foes to test your mettle in combat?   Maybe you will decide to construct your own city to house the host of mysterious allies you may encounter along your travels? <br/><br/>In the World of Terraria, the choice is yours!<br/><br/>Blending elements of classic action games with the freedom of sandbox-style creativity, Terraria is a unique gaming experience where both the journey and the destination are completely in the player’s control.   The Terraria adventure is truly as unique as the players themselves!  <br/><br/>Are you up for the monumental task of exploring, creating, and defending a world of your own?  <br/><br/> <strong>Key features:</strong><br/> <ul class=""bb_ul""><li>Sandbox Play<br/> </li><li> Randomly generated worlds<br/> </li><li>Free Content Updates<br/> </li></ul> </div>"
194333,4988,10,Counter-Strike,0.9749750402616884,https://store.steampowered.com/app/10,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Game</h2>
							Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.						</div>"
516558,13561,227300,Euro Truck Simulator 2,0.9744189512166136,https://store.steampowered.com/app/227300,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Game</h2>
<img src=""https://cdn.akamai.steamstatic.com/steam/apps/227300/extras/ets2_banner.jpg?t=1646406984""><br/><br/>Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore from the UK, Belgium, Germany, Italy, the Netherlands, Poland, and many more, your endurance, skill and speed will all be pushed to their limits. If you’ve got what it takes to be part of an elite trucking force, get behind the wheel and prove it!<h2 class=""bb_tag"">Key Features:</h2><br/><ul class=""bb_ul""><li>Transport a vast variety of cargo across more than 60 European cities.<br/></li><li>Run your own business which continues to grow even as you complete your freight deliveries.<br/></li><li>Build your own fleet of trucks, buy garages, hire drivers, manage your company for maximum profits.<br/></li><li>A varied amount of truck tuning that range from performance to cosmetic changes.<br/></li><li>Customize your vehicles with optional lights, bars, horns, beacons, smoke exhausts, and more.<br/></li><li>Thousands of miles of real road networks with hundreds of famous landmarks and structures.</li></ul><h2 class=""bb_tag"">World of Trucks</h2><br/>Take advantage of additional features of Euro Truck Simulator 2 by joining our online community on <a href=""https://steamcommunity.com/linkfilter/?url=http://worldoftrucks.com/"" rel=""noopener"" target=""_blank"">World of Trucks</a>, our center for virtual truckers all around the world interested in Euro Truck Simulator 2 and future SCS Software's truck simulators. <br/><br/><ul class=""bb_ul""><li>Use in-game Photo Mode to capture the best moments and share them with thousands of people who love trucks.<br/></li><li>Favorite the images you like the most and return to them anytime in the future. <br/></li><li>Discuss the screenshots with everyone using World of Trucks. <br/></li><li>See the best images hand-picked by the game creators in Editor's Pick updated almost every day. Try to get your own screenshot on this list!<br/></li><li>Upload and use your custom avatar and license plate in the game.<br/></li><li>More features coming soon!</li></ul><br/>To join <a href=""https://steamcommunity.com/linkfilter/?url=http://worldoftrucks.com/"" rel=""noopener"" target=""_blank"">World of Trucks</a>, simply sign up with your Steam account <a href=""https://steamcommunity.com/linkfilter/?url=https://worldoftrucks.com/en/join.php"" rel=""noopener"" target=""_blank"">on the join page</a>.<br/><br/><strong>World of Trucks is an optional service, registration on World of Trucks isn't required to play the game.</strong> </img></div>"
136863,3612,220,Half-Life 2,0.9742872397223704,https://store.steampowered.com/app/220,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Game</h2>
							1998. HALF-LIFE sends a shock through the game industry with its combination of pounding action and continuous, immersive storytelling. Valve's debut title wins more than 50 game-of-the-year awards on its way to being named ""Best PC Game Ever"" by PC Gamer, and launches a franchise with more than eight million retail units sold worldwide.<br/><br/>
		NOW. By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around them, from the physical environment to the behaviors even the emotions of both friends and enemies.<br/><br/>
		The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people he cares about are counting on him.<br/><br/>
		The intense, real-time gameplay of Half-Life 2 is made possible only by Source®, Valve's new proprietary engine technology. Source provides major enhancements in:<br/><br/>
<ul>
<li><span class=""copyHead"">Characters:</span> Advanced facial animation system delivers the most sophisticated in-game characters ever seen. With 40 distinct facial ""muscles,"" human characters convey the full array of human emotion, and respond to the player with fluidity and intelligence.</li>
<li><span class=""copyHead"">Physics:</span> From pebbles to water to 2-ton trucks respond as expected, as they obey the laws of mass, friction, gravity, and buoyancy.</li>
<li><span class=""copyHead"">Graphics:</span> Source's shader-based renderer, like the one used at Pixar to create movies such as Toy Story® and Monster's, Inc.®, creates the most beautiful and realistic environments ever seen in a video game.</li>
<li><span class=""copyHead"">AI:</span> Neither friends nor enemies charge blindly into the fray. They can assess threats, navigate tricky terrain, and fashion weapons from whatever is at hand.</li>
</ul> </div>"
584628,15434,550,Left 4 Dead 2,0.9742793244698048,https://store.steampowered.com/app/550,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Game</h2>
							Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008.<br/>                    This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.<br/>                    You'll play as one of four new survivors armed with a wide and devastating array of classic and upgraded weapons. In addition to firearms, you'll also get a chance to take out some aggression on infected with a variety of carnage-creating melee weapons, from chainsaws to axes and even the deadly frying pan.<br/>                    You'll be putting these weapons to the test against (or playing as in Versus) three horrific and formidable new Special Infected. You'll also encounter five new uncommon common infected, including the terrifying Mudmen.<br/>                    Helping to take L4D's frantic, action-packed gameplay to the next level is AI Director 2.0. This improved Director has the ability to procedurally change the weather you'll fight through and the pathways you'll take, in addition to tailoring the enemy population, effects, and sounds to match your performance. L4D2 promises a satisfying and uniquely challenging experience every time the game is played, custom-fitted to your style of play.<br/> <ul class=""bb_ul""><li>Next generation co-op action gaming from the makers of Half-Life, Portal, Team Fortress and Counter-Strike.<br/> </li><li>Over 20 new weapons &amp; items headlined by over 10 melee weapons – axe, chainsaw, frying pan, baseball bat – allow you to get up close with the zombies<br/> </li><li>New survivors. New Story. New dialogue. <br/> </li><li>Five expansive campaigns for co-operative, Versus and Survival game modes.<br/> </li><li>An all new multiplayer mode.<br/> </li><li>Uncommon common infected. Each of the five new campaigns contains at least one new uncommon common zombies which are exclusive to that campaign. <br/> </li><li>AI Director 2.0: Advanced technology dubbed The AI Director drove L4D's unique gameplay – customizing enemy population, effects, and music, based upon the players’ performance. L4D 2 features The AI Director 2.0 which expands the Director’s ability to customize level layout, world objects, weather, and lighting to reflect different times of day.<br/> </li><li>Stats, rankings, and awards system drives collaborative play<br/> </li></ul> </div>"
396761,11833,739630,Phasmophobia,0.9710397117921458,https://store.steampowered.com/app/739630,"<div class=""game_area_description"" id=""game_area_description"">
<h2>About This Game</h2>
							Phasmophobia is a 4 player online co-op psychological horror where you and your team members of paranormal investigators will enter haunted locations filled with paranormal activity and gather as much evidence of the paranormal as you can. You will use your ghost hunting equipment to search for and record evidence of whatever ghost is haunting the location to sell onto a ghost removal team.<br/><br/>You can choose to support your team by monitoring the location with CCTV cameras and motion sensors from the safety of the truck or head inside and get your hands dirty with the ghostly activity that will get increasingly hostile as time goes on.<br/><br/><ul class=""bb_ul""><li><strong>Immersive Experience:</strong> Realistic graphics and sounds as well as having minimal user interfaces will ensure a totally immersive experience that will keep you on your toes.<br/></li><li><strong>Cross platform:</strong> Phasmophobia supports all players whether they have VR or not so can enjoy the game with your VR and non VR friends.<br/></li><li><strong>Co-op multiplayer:</strong> Play alongside your friends with up to 4 players in this co-op horror where teamwork is key to your success.<br/></li><li><strong>Unique Ghosts:</strong> Over 10 different types of Ghosts all with unique traits meaning each investigation will be different.<br/></li><li><strong>Investigate:</strong> Use well known ghost hunting equipment such as EMF Readers, Spirit Boxes, Thermometers and Night Vision Cameras to find clues and gather as much paranormal evidence as you can.<br/></li><li><strong>Full Voice Recognition: </strong> The Ghosts are listening! Use your actual voice to interact with the Ghosts through Ouija Boards and EVP Sessions using a Spirit Box.</li></ul> </div>"
